Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
2,"B Shen, W Tan, J Guo, L Zhao, P Qin",How to Promote User Purchase in Metaverse? A Systematic Literature Review on Consumer Behavior Research and Virtual Commerce Application Design,2021.0,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/11/23/11087,"https://scholar.google.com/scholar?cites=13754792843748979937&as_sdt=2005&sciodt=0,5&hl=en",39,2022-02-14 11:32:39,,,,,,,,,2,2.0,0,5,1.0,"… along with a broader definition on Metaverse, which has been … immersive virtual spaces for a metaverse. Nevertheless, utilization … , and other features of the metaverse, which is likely to …",https://www.mdpi.com/2076-3417/11/23/11087/pdf,"https://scholar.google.com/scholar?q=related:4TS-IjfX4r4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,"H Jeon, H Youn, S Ko, T Kim",Blockchain and AI Meet in the Metaverse,2022.0,Advances in the Convergence of …,books.google.com,https://books.google.com/books?hl=en&lr=&id=Y7ZaEAAAQBAJ&oi=fnd&pg=PA73&dq=metaverse&ots=HMBqZ_lmft&sig=CbuZdh9FgJn_rVmymCW7DlbJ2ZY,"https://scholar.google.com/scholar?cites=16019885645440732946&as_sdt=2005&sciodt=0,5&hl=en",40,2022-02-14 11:32:39,,,,,,,,,4,4.0,1,4,1.0,"… how artificial intelligence and blockchain can affect the Metaverse. … the Metaverse. The contents will be developed in the following order. In this chapter, under the theme of the Metaverse…",https://www.intechopen.com/online-first/77823,"https://scholar.google.com/scholar?q=related:Es_fFh4RUt4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
30,"P Maharg, M Owen","Simulations, learning and the metaverse: changing cultures in legal education",2007.0,"Journal of Information, Law, Technology",lsi.typepad.com,https://lsi.typepad.com/lsi/files/simulations_learning_and_the_metaverse.pdf,"https://scholar.google.com/scholar?cites=6038116622181927656&as_sdt=2005&sciodt=0,5&hl=en",41,2022-02-14 11:32:39,PDF,,,,,,,,30,2.0,15,2,15.0,"Simulation is one of the major applications of the web in entertainment and training, but has so far received little attention from HE and FE. It is becoming increasingly clear that …",https://lsi.typepad.com/lsi/files/simulations_learning_and_the_metaverse.pdf,"https://scholar.google.com/scholar?q=related:6AqJmROzy1MJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
12,HW Han,A study on typology of virtual world and its development in metaverse,2008.0,Journal of Digital Contents Society,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO200822034014416.page,"https://scholar.google.com/scholar?cites=16378891237638481756&as_sdt=2005&sciodt=0,5&hl=en",42,2022-02-14 11:32:39,,,,,,,,,12,0.86,12,1,14.0,"The purpose of this study is to show typology of virtual world and to look out how virtual world develops especially in Korea. As paradigm changes, the scientific virtual reality and world …",https://www.koreascience.or.kr/article/JAKO200822034014416.pdf,"https://scholar.google.com/scholar?q=related:XCczMs2CTeMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
4,C Kwon,Smart City-based Metaverse a Study on the Solution of Urban Problems,2021.0,Journal of the Chosun Natural Science,koreascience.or.kr,"https://www.koreascience.or.kr/article/JAKO202132238545780.view?orgId=ricns&hide=breadcrumb,journalinfo","https://scholar.google.com/scholar?cites=8476730510630613293&as_sdt=2005&sciodt=0,5&hl=en",43,2022-02-14 11:32:39,,,,,,,,,4,4.0,4,1,1.0,이 논문은 기존의 도시가 부동산 중심의 경제 원리로 형성됐다면 스마트시티는 거주자 생활을 중심으로 한 도시계획 서비스라고 말한다. 이런 스마트시티가 되기 위해서는 각 지역의 철도와 …,https://www.koreascience.or.kr/article/JAKO202132238545780.pdf,"https://scholar.google.com/scholar?q=related:LXHa3nxlo3UJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"S Kraus, DK Kanbach, PM Krysta…",Facebook and the creation of the metaverse: Radical business model innovation or incremental transformation?,2022.0,… Behavior & Research,researchgate.net,https://www.researchgate.net/profile/Sascha-Kraus-2/publication/357635338_Facebook_and_the_creation_of_the_Metaverse_Radical_business_model_innovation_or_incremental_transformation/links/61dfe40f034dda1b9ef3cc87/Facebook-and-the-creation-of-the-Metaverse-Radical-business-model-innovation-or-incremental-transformation.pdf,,44,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,4,1.0,"Purpose In a move characterized by ambiguity, Facebook changed its name to Meta in October 2021, announcing a new era of social interaction, enabled by the metaverse technology …",https://www.researchgate.net/profile/Sascha-Kraus-2/publication/357635338_Facebook_and_the_creation_of_the_Metaverse_Radical_business_model_innovation_or_incremental_transformation/links/61dfe40f034dda1b9ef3cc87/Facebook-and-the-creation-of-the-Metaverse-Radical-business-model-innovation-or-incremental-transformation.pdf,"https://scholar.google.com/scholar?q=related:yU9ZRzZIeQQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
13,"H Kanematsu, T Kobayashi, DM Barry…",Virtual STEM class for nuclear safety education in metaverse,2014.0,Procedia Computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050914011892,"https://scholar.google.com/scholar?cites=13282740406241844358&as_sdt=2005&sciodt=0,5&hl=en",45,2022-02-14 11:32:39,,,,,,,,,13,1.63,3,4,8.0,"… trying to introduce Metaverse into the STEM education in this project. Metaverse is the virtual 3-… In this project, the lecture was carried out in Metaverse (Second Life). The teacher used a …",https://www.sciencedirect.com/science/article/pii/S1877050914011892/pdf?md5=e9dc8891cba33f23f15a607f54b9102b&pid=1-s2.0-S1877050914011892-main.pdf,"https://scholar.google.com/scholar?q=related:htzFRQbGVbgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,"H Du, D Niyato, J Kang, DI Kim, C Miao",Optimal Targeted Advertising Strategy For Secure Wireless Edge Metaverse,2021.0,arXiv preprint arXiv:2111.00511,arxiv.org,https://arxiv.org/abs/2111.00511,"https://scholar.google.com/scholar?cites=5671220929425775658&as_sdt=2005&sciodt=0,5&hl=en",46,2022-02-14 11:32:39,,,,,,,,,1,1.0,0,5,1.0,"… for the wireless edge Metaverse. Specifically, a Metaverse service provider (MSP) allocates bandwidth to the VR users so that the users can access Metaverse from edge access points. …",https://arxiv.org/pdf/2111.00511,"https://scholar.google.com/scholar?q=related:KhwvTWM5tE4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",danish
0,"Q Ynag, Y Zhao, H Huang, Z Zheng",Fusing Blockchain and AI with Metaverse: A Survey,2022.0,arXiv preprint arXiv:2201.03201,arxiv.org,https://arxiv.org/abs/2201.03201,,47,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,1.0,"… exploration of the metaverse. In this survey, we dive into the metaverse by discussing how … investigating the most related studies across the metaverse components, digital currencies, AI …",https://arxiv.org/pdf/2201.03201,"https://scholar.google.com/scholar?q=related:SHy6IDq6dtoJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
16,"D Owens, A Mitchell, D Khazanchi, I Zigurs",An empirical investigation of virtual world projects and metaverse technology capabilities,2011.0,ACM SIGMIS Database: the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1952712.1952717,"https://scholar.google.com/scholar?cites=6981023493120537369&as_sdt=2005&sciodt=0,5&hl=en",48,2022-02-14 11:32:39,,10.1145/1952712.1952717,,,,,,,16,1.45,4,4,11.0,"… the social interaction that takes place in the metaverse environment, we conducted an empirical … The results have intriguing implications for how metaverse technology capabilities might …",https://dl.acm.org/doi/pdf/10.1145/1952712.1952717,"https://scholar.google.com/scholar?q=related:GTMbROGT4WAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
20,E Ayiter,Integrative art education in a metaverse: ground,2008.0,Technoetic Arts,ingentaconnect.com,https://www.ingentaconnect.com/content/intellect/ta/2008/00000006/00000001/art00004,"https://scholar.google.com/scholar?cites=10961904173651580063&as_sdt=2005&sciodt=0,5&hl=en",49,2022-02-14 11:32:39,,,,,,,,,20,1.43,20,1,14.0,"… Since the environment will be situated in a metaverse, taking full advantage of all the attributes of a metaverse, research areas pertaining to the metaverse, particularly cyber-psychology…",http://research.sabanciuniv.edu/9202/1/Integrative-Art__Education_in_a_metaverse.doc,"https://scholar.google.com/scholar?q=related:n9RfbMSBIJgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
12,"DM Barry, N Ogawa, A Dharmawansa…",Evaluation for students' learning manner using eye blinking system in metaverse,2015.0,Procedia computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S187705091502308X,"https://scholar.google.com/scholar?cites=11291781409894135934&as_sdt=2005&sciodt=0,5&hl=en",50,2022-02-14 11:32:39,,,,,,,,,12,1.71,3,4,7.0,"… , this is a change for users in Metaverse, and it suggests that the voice … Metaverse. Their impressions were relatively positive just like those in Fig.5. When our research using Metaverse …",https://www.sciencedirect.com/science/article/pii/S187705091502308X/pdf?md5=f7ffdcb1710754474339a802ad7ae0f8&pid=1-s2.0-S187705091502308X-main.pdf&_valck=1,"https://scholar.google.com/scholar?q=related:fngZql13tJwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,WH Seok,Analysis of Metaverse Business Model and Ecosystem,2021.0,Electronics and Telecommunications Trends,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202163157354866.page,"https://scholar.google.com/scholar?cites=16509920406940158797&as_sdt=2005&sciodt=0,5&hl=en",51,2022-02-14 11:32:39,,,,,,,,,3,3.0,3,1,1.0,"… Results show that a strategy to secure the leadership of the Metaverse, such as the … Metaverse ecosystem, and technology development for the realization of the ultra-realistic Metaverse…",https://www.koreascience.or.kr/article/JAKO202163157354866.pdf,"https://scholar.google.com/scholar?q=related:TQukBSMFH-UJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
18,"H Kanematsu, Y Fukumura, N Ogawa…",Practice and evaluation of problem based learning in Metaverse,2009.0,EdMedia+ Innovate …,learntechlib.org,https://www.learntechlib.org/p/31886/,"https://scholar.google.com/scholar?cites=12650328180316718542&as_sdt=2005&sciodt=0,5&hl=en",52,2022-02-14 11:32:39,,,,,,,,,18,1.38,5,4,13.0,"… In this paper, the authors utilized Metaverse for PBL in virtual … virtual space services called Metaverse are going to become … In Metaverse, complementary activities between traditional …",,"https://scholar.google.com/scholar?q=related:zkXkp3T-jq8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
3,G Jun,Virtual reality church as a new mission frontier in the metaverse: Exploring theological controversies and missional potential of virtual reality church,2020.0,Transformation,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0265378820963155,"https://scholar.google.com/scholar?cites=10470532298222363678&as_sdt=2005&sciodt=0,5&hl=en",53,2022-02-14 11:32:39,,10.1177/0265378820963155,,,,,,,3,1.5,3,1,2.0,"… metaverse,” which is the combination of the prefix ‘meta (beyond)’ and the word ‘universe’. Hence, the metaverse … faithful witness in the shared metaverse. There are already churches …",https://www.researchgate.net/profile/Guichun-Jun/publication/346024152_Virtual_Reality_Church_as_a_New_Mission_Frontier_in_the_Metaverse_Exploring_Theological_Controversies_and_Missional_Potential_of_Virtual_Reality_Church/links/60a58b5c92851c43da026758/Virtual-Reality-Church-as-a-New-Mission-Frontier-in-the-Metaverse-Exploring-Theological-Controversies-and-Missional-Potential-of-Virtual-Reality-Church.pdf,"https://scholar.google.com/scholar?q=related:HmTMZKbNTpEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
15,"H Kanematsu, Y Fukumura, DM Barry, SY Sohn…","Multilingual discussion in metaverse among students from the USA, Korea and Japan",2010.0,… on Knowledge-Based …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-15384-6_22,"https://scholar.google.com/scholar?cites=15484226559830353572&as_sdt=2005&sciodt=0,5&hl=en",54,2022-02-14 11:32:39,,10.1007/978-3-642-15384-6_22,,,,,,,15,1.25,3,5,12.0,"… Therefore, we decided to utilize Metaverse[7-10] with the … Metaverse is one of the social media characterized as a … In this study, we introduced the language grid system into Metaverse …",,"https://scholar.google.com/scholar?q=related:pGZbaAQG49YJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
19,"MR Cagnina, M Poian",How to compete in the metaverse: the business models in Second Life,2007.0,U of Udine Economics Working Paper,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1088779,"https://scholar.google.com/scholar?cites=2769378830637822067&as_sdt=2005&sciodt=0,5&hl=en",55,2022-02-14 11:32:39,,,,,,,,,19,1.27,10,2,15.0,"… So, we will assume that Virtual World and Metaverse are the same (see Castronova, 2005 … is directed to raise visibility only within the metaverse. The means can be divided in static …",,"https://scholar.google.com/scholar?q=related:c3CnqF_PbiYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,S Mackenzie,"Criminology towards the metaverse: Cryptocurrency scams, grey economy and the technosocial",2022.0,The British Journal of Criminology,academic.oup.com,https://academic.oup.com/bjc/advance-article-abstract/doi/10.1093/bjc/azab118/6523379,,56,2022-02-14 11:32:39,,10.1093/bjc/azab118/6523379,,,,,,,0,0.0,0,1,1.0,"… tied into the prospect of the metaverse and its constituent … towards a criminology of the metaverse, and the online trading … , the nascent scams of the metaverse. Lately, writing on digital …",,,english
2,JG Kim,A Study on Metaverse Culture Contents Matching Platform,2021.0,International Journal of Advanced Culture Technology,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202128837852068.page,"https://scholar.google.com/scholar?cites=3996720517462959085&as_sdt=2005&sciodt=0,5&hl=en",57,2022-02-14 11:32:39,,,,,,,,,2,2.0,2,1,1.0,"… Therefore, this paper proposes a metaverse-like cultural content matching platform where you can experience cultural content using avatars in metaverse that can be combined with …",https://www.koreascience.or.kr/article/JAKO202128837852068.pdf,"https://scholar.google.com/scholar?q=related:7SPllSI0dzcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
1,JE JEON,The Effects of User Experience-Based Design Innovativeness on User-Metaverse Platform Channel Relationships in South Korea,2021.0,Journal of Distribution Science,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202131659495625.page,"https://scholar.google.com/scholar?cites=6651788630969139606&as_sdt=2005&sciodt=0,5&hl=en",58,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,1,1.0,"… Metaverse platform represents a collective term signifying … Metaverse platforms’ UXBDI on user–Metaverse platform relationships. Research design, data and methodology: Metaverse …",https://www.koreascience.or.kr/article/JAKO202131659495625.pdf,"https://scholar.google.com/scholar?q=related:lsHlZYTmT1wJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
12,D Volk,Co-creative game development in a participatory Metaverse,2008.0,Proceedings of the Tenth Anniversary Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.5555/1795234.1795294,"https://scholar.google.com/scholar?cites=4076963707940666568&as_sdt=2005&sciodt=0,5&hl=en",59,2022-02-14 11:32:39,,10.5555/1795234.1795294,,,,,,,12,0.86,12,1,14.0,In recent years a strong kind of user participation has shown up in the domain of computer games in form of game modifications and Massively Multiplayer Online Games. But in contrary …,,"https://scholar.google.com/scholar?q=related:yHz2ReRIlDgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
1,NG Narin,A Content Analysis of the Metaverse Articles,2021.0,Journal of Metaverse,dergipark.org.tr,https://dergipark.org.tr/en/pub/jmv/issue/67581/1051382,"https://scholar.google.com/scholar?cites=7363437496517978619&as_sdt=2005&sciodt=0,5&hl=en",60,2022-02-14 11:32:39,,,,,,,,,1,1.0,1,1,1.0,"… metaverse as the future of the internet, it started to attract the attention of the wider masses. The concept of metaverse … 40 journal articles containing the ""metaverse"" keyword in all fields …",https://dergipark.org.tr/en/download/article-file/2167699,"https://scholar.google.com/scholar?q=related:--m-0WMvMGYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
